w,ADP,24637
nie,PART,21998
się,PRON,21939
i,CCONJ,20964
na,ADP,19401
z,ADP,17745
on,PRON,15630
do,ADP,12494
to,PRON,11426
ten,DET,10940
że,SCONJ,9724
mieć,VERB,9698
ja,PRON,7484
co,PRON,7033
o,ADP,6593
móc,VERB,6256
być,VERB,5075
który,DET,5024
a,CCONJ,4892
ale,CCONJ,4622
dla,ADP,4177
tak,ADV,4097
po,ADP,4091
ty,PRON,4080
jak,ADV,4006
czy,PART,3957
bardzo,ADV,3858
chcieć,VERB,3611
za,ADP,3471
swój,DET,3327
mój,DET,3318
nasz,DET,3265
od,ADP,3212
taki,DET,3201
my,PRON,3119
jak,SCONJ,3059
wiedzieć,VERB,2962
czas,NOUN,2904
już,PART,2856
siebie,PRON,2828
tylko,PART,2787
jaki,DET,2662
dobry,ADJ,2582
musieć,VERB,2516
każdy,DET,2376
wszystko,PRON,2223
człowiek,NOUN,2222
inny,ADJ,2194
jeśli,SCONJ,2125
można,VERB,2091
dziecko,NOUN,2073
jeden,ADJ,2061
coś,PRON,1987
przez,ADP,1915
wszystek,DET,1912
dobrze,ADV,1894
też,PART,1866
zrobić,VERB,1794
twój,DET,1790
sam,ADJ,1782
praca,NOUN,1776
raz,NOUN,1762
jeszcze,PART,1673
oraz,CCONJ,1649
rok,NOUN,1649
miejsce,NOUN,1634
tu,ADV,1585
życie,NOUN,1565
może,PART,1532
teraz,ADV,1522
więc,SCONJ,1518
nowy,ADJ,1498
powiedzieć,VERB,1476
dzień,NOUN,1470
cały,ADJ,1468
wiele,DET,1454
osoba,NOUN,1448
żeby,SCONJ,1432
duży,ADJ,1428
aby,SCONJ,1414
lub,CCONJ,1409
kiedy,ADV,1403
również,PART,1395
pierwszy,ADJ,1393
mówić,VERB,1387
przed,ADP,1381
myśleć,VERB,1329
bo,SCONJ,1311
powinien,VERB,1304
znaleźć,VERB,1299
kto,PRON,1292
dom,NOUN,1276
robić,VERB,1275
bez,ADP,1267
pan,NOUN,1236
nic,PRON,1222
strona,NOUN,1202
kilka,DET,1185
by,SCONJ,1178
dlaczego,ADV,1174
jakiś,DET,1169
tam,ADV,1166
sposób,NOUN,1159
ktoś,PRON,1153
przy,ADP,1132
zawsze,ADV,1130
nawet,PART,1123
to,SCONJ,1116
jednak,PART,1096
widzieć,VERB,1079
ważny,ADJ,1052
prosić,VERB,1049
gdy,ADV,1033
więcej,DET,1032
gdzie,ADV,1003
należeć,VERB,1002
także,PART,998
dać,VERB,974
prosty,ADJ,973
mały,ADJ,927
wyglądać,VERB,911
świat,NOUN,910
czy,CCONJ,909
pod,ADP,904
tutaj,ADV,902
koniec,NOUN,900
rzecz,NOUN,882
sprawa,NOUN,877
problem,NOUN,863
kobieta,NOUN,854
nigdy,ADV,847
informacja,NOUN,832
firma,NOUN,831
naprawdę,PART,823
produkt,NOUN,821
stać,VERB,819
zdjęcie,NOUN,818
zobaczyć,VERB,816
kolejny,ADJ,790
niż,SCONJ,788
wysoki,ADJ,788
żaden,DET,786
chyba,PART,773
drugi,ADJ,773
często,ADV,768
wy,PRON,761
możliwość,NOUN,758
trzeba,VERB,758
własny,ADJ,750
zacząć,VERB,745
chodzić,VERB,744
jako,SCONJ,737
książka,NOUN,727
temat,NOUN,723
część,NOUN,714
pomoc,NOUN,712
właśnie,PART,709
cel,NOUN,707
u,ADP,705
warto,VERB,704
zmiana,NOUN,703
cena,NOUN,703
potrzebować,VERB,697
nie,INTJ,697
dlatego,ADV,696
zapraszać,VERB,675
prawda,NOUN,673
nikt,PRON,662
znać,VERB,659
przypadek,NOUN,655
woda,NOUN,653
podczas,ADP,652
dzięki,ADP,650
wszyscy,PRON,641
iść,VERB,640
czuć,VERB,635
droga,NOUN,634
różny,ADJ,633
klient,NOUN,629
szybko,ADV,622
chwila,NOUN,621
pytanie,NOUN,611
ostatni,ADJ,609
pomóc,VERB,604
wtedy,ADV,601
lubić,VERB,594
to,PART,588
rodzina,NOUN,582
miasto,NOUN,581
pamiętać,VERB,580
no,PART,577
uwaga,NOUN,575
prawo,NOUN,575
samochód,NOUN,574
oko,NOUN,567
pani,NOUN,565
kolor,NOUN,563
nad,ADP,563
stan,NOUN,560
pieniądz,NOUN,557
piękny,ADJ,555
oferta,NOUN,555
szkoła,NOUN,552
czekać,VERB,549
projekt,NOUN,548
wielki,ADJ,548
zły,ADJ,535
posiadać,VERB,531
ile,DET,531
oczywiście,PART,528
trochę,ADV,524
sytuacja,NOUN,524
wybrać,VERB,522
gra,NOUN,519
ciekawy,ADJ,512
dziś,ADV,512
jakość,NOUN,511
pracować,VERB,509
i,PART,507
albo,CCONJ,506
działać,VERB,504
szukać,VERB,503
dużo,DET,501
dane,NOUN,496
sprawdzić,VERB,493
działanie,NOUN,492
stary,ADJ,488
skóra,NOUN,485
głowa,NOUN,484
słowo,NOUN,480
powód,NOUN,475
jednak,CCONJ,474
ręka,NOUN,473
ciało,NOUN,473
spotkanie,NOUN,473
wrócić,VERB,468
młody,ADJ,465
usługa,NOUN,462
zmienić,VERB,462
tydzień,NOUN,461
materiał,NOUN,459
wziąć,VERB,458
znajdować,VERB,458
dziękować,VERB,457
nadzieja,NOUN,457
odpowiedni,ADJ,455
pójść,VERB,452
dostać,VERB,451
historia,NOUN,449
żyć,VERB,448
istnieć,VERB,445
przyjść,VERB,445
rozwiązanie,NOUN,444
długo,ADV,442
pomysł,NOUN,439
